x,y
27.59,1.7765143594050685
21.98,1.6753517359488415
53.27,2.9022356140271777
91.06,6.179269248744687
42.33,2.3338106129003635
21.900000000000002,1.6748584936302526
21.580000000000002,1.673251000502336
48.0,2.612373760788026
95.83,6.7978066384495195
10.870000000000001,2.3800593256539075
17.38,1.7249747447747183
3.69,5.857282447833597
2.21,7.472687726815774
16.6,1.7552811660529808
50.07,2.722537775771161
58.58,3.2272335748413865
29.21,1.8225858746390586
46.46,2.533403966689688
39.51,2.207537177555766
71.26,4.158695960500474
29.29,1.8249970717420898
80.84,5.03694722311915
16.8,1.746691614258316
58.34,3.211784376239904
63.04,3.528276404458342
18.71,1.6908943109755485
12.17,2.152432639673024
24.01,1.6985306894314607
67.05,3.8228794597118845
70.0,4.055208282131867
70.48,4.094324903681491
44.22,2.422973483027982
59.97,3.3181872619688932
56.04,3.067442720059637
20.55,1.6724031018209846
62.18,3.46811582207232
22.46,1.6790402869509151
33.96,1.9835264723677821
59.92,3.314871416248418
60.72,3.368325696396615
61.36,3.411710302243088
24.92,1.714551638170324
75.19,4.498754832587171
7.41,3.4315735019246167
27.52,1.7746510277866039
55.74,3.049102367198484
23.57,1.6919240579578856
29.77,1.8397106821528688
73.63,4.360561888865525
33.05,1.9501964159492664
52.43,2.853932452398031
20.240000000000002,1.6735752121084386
6.13,4.065073052168923
12.21,2.1464666645301795
65.88,3.734466893918222
53.33,2.9057172879463735
61.14,3.3967340650177817
85.07000000000001,5.4816166932865995
9.26,2.772689170339576
15.55,1.8107987745889065
20.13,1.6741641851744726
29.43,1.8292452663908123
43.57,2.3918975675750827
4.51,5.151966470633051
83.02,5.2614156047262925
89.73,6.017067574162396
73.36,4.337078562270529
74.37,4.425577524843296
22.43,1.6787742473572795
48.800000000000004,2.654396850440519
11.3,2.2970805128258367
4.49,5.167791598148133
90.55,6.116561072340576
7.61,3.347142094870297
32.69,1.937307535573074
73.99,4.392070923415086
15.780000000000001,1.7970395522771456
37.32,2.115126099725155
68.59,3.942451730048138
38.52,2.165140528010243
59.6,3.2937285078031007
24.67,1.7098520906255483
43.29,2.3786441652757215
93.22,6.452063566281655
79.37,4.891017017895388
9.19,2.793129232028888
76.22,4.5923897068324
35.63,2.047325803565269
55.410000000000004,3.0290553301242267
26.12,1.7399267942849894
10.38,2.4850301209949395
2.07,7.652278442406106
10.77,2.400549458671117
70.06,4.060077343817171
7.98,3.2000987744567277
42.53,2.3430735733969534
57.99,3.1893871976379353
35.64,2.047717639151345
32.77,1.9401567940312527
62.53,3.492474835225711
22.8,1.682370934200746
63.910000000000004,3.5901997062894417
88.53,5.874377134717835
7.58,3.35957953076175
56.910000000000004,3.1212592327374153
27.25,1.7675714292839588
35.22,2.031359031687807
57.480000000000004,3.15703159209886
68.54,3.9385113707011263
70.53,4.098421193707324
74.76,4.460231718788453
76.8,4.645971311128498
68.8,3.959044348642979
48.92,2.6607599802364588
55.120000000000005,3.011547737645909
59.15,3.264224812485027
50.9,2.76803312921946
30.96,1.8778988060781563
23.46,1.6903980211750398
99.13,7.2615986431528
11.27,2.302608442820301
34.29,1.9958696265790943
16.330000000000002,1.7678344399257493
69.79,4.03821251579366
26.67,1.7529658337666192
15.450000000000001,1.8170819145496375
61.2,3.400811950310065
20.56,1.6723769695071184
59.18,3.2661834556832106
7.74,3.294153398399337
87.42,5.7454029288384705
46.12,2.516306352654704
92.61,6.37382661797202
39.2,2.194152320037194
87.77,5.785761821691193
14.82,1.8611286074986353
77.18,4.6814150368317895
13.33,2.000816024299583
22.53,1.6796788763703825
35.39,2.037955980322347
65.08,3.675194486012296
32.29,1.9231917133088046
54.6,2.980409500588762
33.94,1.9827827092070465
5.72,4.3066235241384225
12.11,2.161488496624336
2.09,7.626308204959783
65.9,3.735960896218578
91.81,6.272656925155386
18.41,1.6968568292593673
4.8100000000000005,4.922257892610077
37.46,2.120882361769775
82.66,5.223669511887535
39.13,2.1911436648337705
96.66,6.911592026502176
83.4,5.301554648965367
4.15,5.4470346717635945
36.61,2.086259202492997
82.53,5.210105630997242
77.23,4.68609877169595
20.96,1.6719046990288453
57.64,3.1671467453676723
37.29,2.1138953487288616
82.36,5.192421377929498
22.650000000000002,1.680830947241606
12.52,2.102112273937085
84.45,5.414064395395576
70.05,4.05926542763624
92.75,6.391698338490238
17.990000000000002,1.7068270231029241
9.23,2.781410994547162
80.38,4.990819920457796
87.32000000000001,5.733923611794101
23.69,1.6936471474239925
77.2,4.683287968722028
10.66,2.423630720732412
79.53,4.906693296801116
83.33,5.2941376743921005
23.63,1.6927780670890347
48.1,2.6175889694234455
13.01,2.0384412936842327
41.45,2.293536712428601
45.11,2.466227438965975
23.990000000000002,1.6982134497676946
51.980000000000004,2.828391098420257
55.59,3.0399735855126253
94.9,6.67253607343333
2.64,6.952052356406023
24.32,1.7036458850597098
69.08,3.9812765557942185
7.65,3.3306816521028075
31.34,1.8905719968043817
7.48,3.4016142840929566
69.95,4.0511551926593325
78.67,4.823020079859984
66.3,3.765966850380513
95.2,6.712691632422583
83.8,5.344137140799076
75.5,4.526733562232911
29.7,1.8375391167387045
46.2,2.520318428513947
72.3,4.24610136590129
48.19,2.622291833689106
62.870000000000005,3.516301905475571
90.17,6.070251419625872
59.910000000000004,3.3142086457347073
68.61,3.9440289777589315
5.67,4.3375169175079655
42.04,2.3204515674195463
60.07,3.3248289295890254
83.10000000000001,5.269840597150116
50.81,2.7630627206992466
43.410000000000004,2.3843143935158766
38.35,2.1579628424970703
92.47,6.356004868357275
95.76,6.788296368633905
35.300000000000004,2.0344593248077483
10.040000000000001,2.564949473062155
90.64,6.12758079436803
90.0,6.049647616712744
79.98,4.951052737477293
0.14,10.726687591673699
13.38,1.9952038658147624
59.88,3.312221130986001
71.69,4.194614387736292
1.56,8.351507103901513
52.47,2.8562140633136144
99.44,7.30676040992713
50.78,2.761407935470976
31.04,1.8805483788969872
6.46,3.8851256019288316
64.19,3.610359535503824
48.53,2.6401368699045773
96.28,6.859263032645899
98.8,7.213829904187916
96.31,6.8633798250943086
78.68,4.823984777115465
63.71,3.575868850173571
31.03,1.8802166384382226
74.25,4.414968966856487
74.73,4.45755640367794
50.2,2.729612928782074
8.93,2.8718359096366894
59.75,3.303622362830242
97.44,7.0202582485169165
98.14,7.119233066193205
95.09,6.697939944954467
95.14,6.704641234383398
0.19,10.630936638066023
18.8,1.689284537520056
20.78,1.6719807675654557
90.22,6.076324705571135
73.09,4.313721717455708
53.86,2.9366557683130408
60.24,3.336150355546424
40.25,2.239887518044799
93.69,6.512998903307876
44.18,2.4210486187324274
12.14,2.1569444602797443
46.800000000000004,2.5506229462152805
38.46,2.162603775018209
48.49,2.638030985064575
18.09,1.704274685361069
12.83,2.060951019210136
57.95,3.1868375193596794
43.64,2.3952234303905033
73.61,4.358818030642729
21.06,1.6719560584797732
20.88,1.671911469113936
25.13,1.7186637054459677
88.3,5.847417066177332
10.33,2.4964060337919403
80.9,5.042995175350079
85.5,5.52896185222106
73.08,4.3128590692504405
81.25,5.078419913604903
40.44,2.248284150441366
83.15,5.2751130669168145
29.060000000000002,1.8180973753596446
8.88,2.8874879943141405
64.1,3.6038672641539127
52.65,2.8665041699592773
26.73,1.7544372159281059
37.1,2.106123071645504
42.28,2.3315012289327437
15.42,1.8190032462709098
72.41,4.255452946226317
41.46,2.2939899482934365
2.7600000000000002,6.814722582835295
57.01,3.127505512561219
79.61,4.914550268391929
79.24,4.8783169279061065
77.33,4.695480304989877
43.99,2.411927923119835
28.91,1.8136518947290816
67.23,3.83666604325975
6.640000000000001,3.7920890224722936
79.32000000000001,4.886128459675565
45.04,2.4627958455713768
20.27,1.6734305843597803
41.37,2.2899144862037635
32.84,1.942656932634857
89.39,5.976290326869922
20.14,1.674106802068769
21.79,1.6742392239051067
86.61,5.653077307445647
22.82,1.6825845140676516
97.93,7.0893949925426245
95.13,6.703300440340372
91.63,6.250115962577579
46.160000000000004,2.5183115537232177
89.16,5.948862532567353
55.03,3.006135082325009
73.62,4.359689872552348
62.97,3.523340792003369
35.13,2.0278800628630522
39.02,2.186426022071229
51.13,2.7807766153356615
7.97,3.2039223608503056
26.91,1.7589069830531936
55.0,3.004333040954336
74.08,4.399983696973112
66.42,3.775015570309883
62.190000000000005,3.4688094272772414
15.38,1.8215914357873042
19.67,1.6776636232433737
50.75,2.7597541581930387
56.49,3.0951614076824163
12.85,2.0584005809984687
41.21,2.28268956080793
92.54,6.364909505543424
65.54,3.709160126812406
57.980000000000004,3.1887495862215163
21.990000000000002,1.6754158996590316
97.35000000000001,7.0076331503538585
89.95,6.043600994594679
91.87,6.280188630193378
66.12,3.752434445404912
87.56,5.7615125922934105
3.6,5.94217790366353
24.55,1.7076742359192452
56.26,3.080962766986819
37.43,2.119647110355896
39.89,2.224079366174364
21.67,1.6736429195573173
43.74,2.3999833525316125
12.71,2.0765179106017184
51.4,2.7958124267162394
63.97,3.5945101628696405
46.9,2.5557105240691804
16.52,1.7588839210469234
25.73,1.7311956682991358
64.96000000000001,3.6663851889926926
28.86,1.812179760229615
78.42,4.798965249461305
7.3,3.4795589353483845
67.49,3.8566678597716852
55.69,3.0460563804758234
60.29,3.3394875332342098
78.54,4.810496557829791
6.8100000000000005,3.70739073668034
10.41,2.478265451489875
86.39,5.6282584237236275
26.88,1.7581562851589436
36.83,2.095145361509092
66.44,3.776525803848075
15.56,1.8101806320486673
35.52,2.043023128847407
24.64,1.7093028175329792
9.77,2.632858327888835
74.68,4.453101110986358
38.410000000000004,2.160492689974267
38.72,2.1736235101827344
40.300000000000004,2.2420935820929477
77.62,4.722793102316904
89.26,5.960772159365229
14.34,1.9002821343446499
75.78,4.552154215756777
65.31,3.6921382212652647
75.85000000000001,4.558531654800771
48.32,2.62910023162077
34.6,2.0075852538055643
0.31,10.405048127693867
42.07,2.3218295728095226
80.08,4.9609647270276716
86.02,5.586763060079958
43.84,2.404753503393617
3.04,6.50707293805309
28.37,1.7980165422779673
94.02,6.55612685664585
35.34,2.036012242324757
22.7,1.6813320630102482
42.39,2.3365852294028993
24.16,1.7009597652720636
66.64,3.7916614271644904
76.93,4.658066493208494
32.81,1.9415846427425405
37.65,2.1287279352630915
92.86,6.4057755519887305
53.46,2.9132753892575485
59.51,3.287806457746297
43.07,2.3682868983657954
43.67,2.396650333399925
90.25,6.079971593392387
20.6,1.6722795807482436
25.060000000000002,1.7172766721048505
15.93,1.7885700167954866
78.03,4.7616790634288275
96.43,6.879871717905131
39.800000000000004,2.2201480765651413
70.29,4.078796313897266
34.160000000000004,1.9909912436326473
58.11,3.197048520984568
0.2,10.611902402200574
18.13,1.7032855354843226
13.13,2.0239800271666613
74.74,4.458447997018881
91.15,6.190401947397741
22.35,1.678087457791475
30.29,1.8561085404220874
91.57000000000001,6.24262032316544
35.27,2.0332958480407046
3.72,5.829330331235894
48.36,2.631198782784024
48.7,2.6491061742618935
68.12,3.9055675065146462
93.72,6.516907874744918
39.980000000000004,2.228018961797578
63.67,3.5730095574513534
80.66,5.018846851691904
95.53,6.757141918002469
3.84,5.719226300493191
38.5,2.164294525613783
1.8800000000000001,7.904339153895776
37.59,2.1262462274009115
76.53,4.620950812455025
3.2,6.339016639191991
49.27,2.6794085896849245
68.65,3.9471853670880006
80.74,5.026883416973472
4.98,4.798267997106623
70.01,4.056019386620687
93.95,6.546954702109881
13.09,2.028752805669045
57.52,3.159557336084338
18.38,1.6975049056070537
70.41,4.088596976453042
75.86,4.559443446635811
8.05,3.1735611095653162
70.81,4.121436286451442
33.63,1.9713181553099908
60.44,3.349519150802315
65.48,3.7047120734589907
21.63,1.6734628251561487
49.13,2.6719331262217048
37.44,2.120058753867554
93.96000000000001,6.5482642238462
96.56,6.8977826573147745
50.910000000000004,2.768585957693395
26.52,1.74932869158314
22.490000000000002,1.6793109220585363
51.78,2.817113820263512
43.230000000000004,2.3758145611022274
91.31,6.210242958123518
86.76,5.670061993905446
92.89,6.409620170024377
40.76,2.262509137330646
22.36,1.6781714944024555
18.93,1.687100476025418
58.17,3.2008861047754276
91.44,6.226410595326599
67.55,3.8612984587616572
89.31,5.966735910970566
83.19,5.27933484060139
19.740000000000002,1.677019840908705
85.96000000000001,5.5800629697491955
14.49,1.8874939954182466
47.25,2.573600274241044
25.94,1.7358420468948421
27.62,1.777316386418973
2.18,7.5107417048883285
14.83,1.8603664264543127
25.36,1.7233335800229133
79.95,4.948083004323354
2.93,6.625841359599216
25.44,1.7249975265541295
31.38,1.8919188091072268
34.300000000000004,1.996245738915604
31.400000000000002,1.8925931167669678
95.10000000000001,6.699279666790234
40.65,2.257607518353676
32.6,1.934112435332454
15.77,1.7976181315162854
39.74,2.217531834838104
13.77,1.9537839975096127
79.74,4.927344690282943
50.4,2.7405343947028267
51.230000000000004,2.786335837460449
42.51,2.3421454464818146
18.95,1.6867790542546504
73.4,4.340549576120604
48.56,2.6417174176646183
20.51,1.672514810550468
52.42,2.853362337878436
88.18,5.833400098025686
83.75,5.338795680651701
17.43,1.7233134439881441
23.0,1.6845923424408176
46.11,2.515805313814531
39.01,2.1859977668631125
16.38,1.7654245203631
81.85000000000001,5.139727956098994
5.98,4.151059958321464
57.870000000000005,3.1817442975462593
88.22,5.838068683368243
57.53,3.1601890889741635
29.080000000000002,1.8186933729670953
56.4,3.089597603051102
50.57,2.7498526328683006
20.7,1.6720856419295114
90.05,6.055700288494007
89.3,5.9655426835001215
45.61,2.4908864192975098
27.46,1.7730629373071347
20.400000000000002,1.6728818176971645
25.85,1.7338348165029582
7.44,3.4186793967879145
30.19,1.8529192921868476
51.870000000000005,2.8221829456201712
59.27,3.2720664584755133
94.54,6.624666356177946
40.4,2.2465133738775656
24.740000000000002,1.7111460714487838
22.56,1.6799601421265236
10.11,2.5479969950326335
12.05,2.1706739810307054
65.52,3.707676848888937
31.720000000000002,1.90346285900497
4.62,5.066084943989355
44.83,2.452531439822918
54.17,2.954905676880034
63.14,3.535339289173476
6.09,4.087740354673871
31.13,1.8835409981895848
14.85,1.8588484027672887
77.97,4.7559684977380785
71.67,4.1929369036465065
20.080000000000002,1.674462733858639
64.23,3.613248745705989
48.660000000000004,2.6469929370012633
22.0,1.6754806175420203
81.51,5.104896427580116
45.730000000000004,2.4968431968480167
0.06,10.881917848907392
36.62,2.0866619706746374
38.76,2.1753251081876717
51.1,2.7791110465518027
99.89,7.372818064992875
11.26,2.3044595734905036
92.34,6.33950072307842
61.77,3.4397972719088172
28.080000000000002,1.7898675054452995
74.26,4.415852041143185
69.41,4.007639179783165
16.47,1.7611851142353854
41.14,2.2795368451130935
31.94,1.911022627895428
55.13,3.0121497490271425
14.26,1.9073154855705448
15.540000000000001,1.8114187557595232
39.15,2.1920027635467783
80.22,4.9748748597234025
54.34,2.964962192080776
36.800000000000004,2.0939305021815815
15.8,1.7958876664311565
33.33,1.960339021514251
62.77,3.5092770978654606
53.660000000000004,2.9249420062621834
56.050000000000004,3.0680559717897493
84.74,5.445557181036409
87.84,5.793867557294407
52.09,2.83461308704948
51.2,2.7846668866850317
67.39,3.848962537201393
84.72,5.443379395672748
77.86,4.745516909330975
11.38,2.2825246208573677
24.36,1.7043324661894057
14.290000000000001,1.9046603873804688
92.88,6.408338374362373
41.81,2.3099172524038414
90.91,6.160759224045419
22.37,1.6782560505484347
75.59,4.534888965991715
65.53,3.7084184136420495
15.65,1.8046995035551143
81.78,5.132537383590593
71.88,4.210584002216648
78.66,4.822055575531121
87.18,5.717891089817145
62.11,3.463264472797528
94.19,6.578455622844602
1.55,8.365955066129416
56.85,3.117517480869488
44.37,2.430206353207738
54.660000000000004,2.983985763346209
99.17,7.26741024618359
61.56,3.425382450503579
36.06,2.064276813465238
70.7,4.11237926602801
0.23,10.555030218148486
12.48,2.107651870977734
98.54,7.176415352366758
1.02,9.175233214062684
95.17,6.708665225842248
51.75,2.8154261635218405
89.54,5.994246112468352
74.23,4.413203348086302
21.43,1.672705416667783
95.12,6.701959914429583
88.94,5.922745046943244
85.61,5.541138949224927
60.89,3.379795535113633
19.080000000000002,1.6847829950440105
88.21000000000001,5.8369011868639245
51.96,2.8272613150412855
55.72,3.0478836050685385
92.11,6.310405993872075
36.480000000000004,2.081033204833548
81.68,5.12228258455747
17.12,1.7341419797705422
67.02,3.8205865192891104
86.46000000000001,5.6361434989871135
53.79,2.9325505779967007
74.91,4.473632400577679
20.28,1.6733838851665763
65.8,3.728496860489559
49.34,2.6831543488477267
68.38,3.9259286756591787
85.69,5.5500118615825444
58.89,3.247299164333469
24.76,1.7115189342027282
19.59,1.6784499198819542
41.51,2.2962576527832304
33.45,1.9647168878379515
24.79,1.7120808399823584
20.86,1.6719198886636377
6.62,3.802253803833847
77.10000000000001,4.673930796854679
40.45,2.248727099840562
77.71000000000001,4.731301749841713
39.6,2.211441652105583
79.77,4.93030197639389
58.76,3.2388693728133617
89.87,6.0339389674155
20.91,1.6719039001997529
14.84,1.8596063595791423
69.60000000000001,4.022896795999186
14.64,1.8752141195486178
14.200000000000001,1.9126895903978027
27.400000000000002,1.7714832730068883
16.59,1.755726223530472
55.93,3.060705079375916
35.06,2.025180708957859
80.67,5.0198507192782005
80.45,4.997811945671831
12.32,2.1303501730234045
57.97,3.1881121027195114
25.900000000000002,1.734947020357246
41.050000000000004,2.2754906802112638
13.5,1.9820195781307448
75.21000000000001,4.500554681534047
63.42,3.555190757079151
33.0,1.9483960147775106
68.92,3.9685571901751073
48.480000000000004,2.6375047837773904
32.04,1.914481849477324
19.46,1.6798446438484502
15.19,1.8343045794498032
69.24,3.994036699853564
32.06,1.9151753997819327
8.9,2.8812067939207555
10.24,2.5172058948642437
57.74,3.1734852296650824
18.43,1.6964301052518147
81.7,5.1243319038964135
33.4,1.9628905315905854
18.11,1.7037778571677729
69.13,3.985259714198922
0.58,9.916419773880246
83.44,5.305797584635453
52.86,2.878556689688213
17.56,1.7191432554094053
67.46000000000001,3.854354644026956
93.08,6.4340230592907135
33.35,1.9610673814645707
33.47,1.965448325684765
27.35,1.7701733722385515
24.84,1.7130242773535145
7.32,3.470751009577315
71.44,4.173693994836217
75.25,4.504156540121368
13.52,1.9798608174921726
77.43,4.7048806209714575
88.92,5.92037642351076
34.71,2.011770097630136
19.85,1.6760902614028215
30.23,1.8541929779087436
24.12,1.700303483166911
87.23,5.72361183787428
26.75,1.7549297522483265
14.08,1.9236969541844524
75.41,4.51859282598267
76.44,4.612640627408806
51.57,2.8053217283193312
83.71000000000001,5.334526356761089
96.91,6.946236523544642
22.69,1.6812308566421985
88.48,5.868505696050904
59.89,3.312883503129505
11.290000000000001,2.298918920859449
87.82000000000001,5.791550474753167
2.57,7.033727847265188
45.83,2.501818627983542
79.67,4.92045125263269
81.67,5.121258232250218
69.11,3.9836659727108716
99.36,7.295078941347178
57.86,3.181108219469474
15.72,1.8005375270829702
32.410000000000004,1.9274034180721773
72.38,4.252900474270167
51.9,2.823874707585936
45.550000000000004,2.4879136456449364
67.51,3.858210775155851
40.97,2.2719010106887176
84.83,5.455368002495289
61.5,3.421275053734304
26.94,1.7596599531055048
96.99000000000001,6.957359397240744
26.990000000000002,1.7609199265671198
65.33,3.6936152786566674
17.48,1.721684183659118
89.22,5.956005450135909
63.33,3.548797788540533
54.47,2.972675736544937
10.35,2.4918403888311405
20.95,1.671903203520666
16.1,1.7794353585637854
71.81,4.204693397540591
40.050000000000004,2.2310888297522804
21.31,1.6723678902240124
95.66,6.77473334451123
92.0,6.296538363116264
95.02,6.688569390803359
67.41,3.850502368621188
30.07,1.8491144675635567
8.84,2.9001323477421654
71.18,4.152047481829096
77.04,4.66832547045775
52.07,2.8334807860662785
86.07000000000001,5.5923526137560255
42.95,2.3626582750752254
83.84,5.348414156477008
9.88,2.6047011092505774
18.68,1.6914489501669985
94.92,6.675205621485719
9.74,2.640656993273266
92.44,6.352192409903355
39.28,2.1975969841895298
47.77,2.6004194293427183
35.28,2.033683558156018
67.65,3.8690284874866165
98.18,7.124930731146198
21.32,1.6723926062338483
53.45,2.9126932928640565
61.97,3.453582152315087
76.91,4.656203648372849
42.74,2.352843478494196
88.58,5.880254447782622
77.32000000000001,4.694541307059059
98.2,7.127781273378845
46.17,2.518813115478655
98.58,7.182158781472057
40.42,2.247398557939508
70.35000000000001,4.083693704362686
68.0,3.8962057067460143
25.95,1.7360665309319443
46.95,2.5582582710374684
11.31,2.2952463289560328
57.81,3.1779297428560365
64.78,3.653210849079953
84.02,5.367703126446702
16.41,1.7639973928487962
95.3,6.726130448851727
7.82,3.262265884742865
97.89,7.083725744825541
81.58,5.11204827497999
65.42,3.700269357819003
84.29,5.396767096299489
65.3,3.691399914238734
93.49,6.486998945545383
85.03,5.477233157187105
13.68,1.962980276850545
7.69,3.314360538709538
58.92,3.249247623508951
45.35,2.478031399451453
94.59,6.631294335299021
7.7,3.310301901048219
15.33,1.824869453835075
80.55,5.007817549429555
98.24000000000001,7.133485779636869
11.19,2.3175371747145865
38.1,2.147462470653844
86.72,5.665527760817811
77.44,4.7058216870638505
56.68,3.1069403016856976
64.46000000000001,3.6299066698387663
13.0,2.0396658688091107
90.75,6.1410763085305895
84.75,5.446646400432484
87.33,5.735070510630421
56.53,3.0976374404442577
39.61,2.2118759970071213
39.49,2.206670648730893
43.97,2.410970002390287
72.78,4.287059695847297
14.94,1.8521210709065703
62.45,3.4868920001608714
22.150000000000002,1.6765172310696757
51.33,2.7919063455139215
17.88,1.709767792168623
95.93,6.811415855373222
50.99,2.77301262780882
73.17,4.3206291183931
57.13,3.135017622115291
32.11,1.9169117518652308
58.29,3.2085751434604313
54.2,2.956677854421959
19.22,1.6828108039208025
48.5,2.6385572943046847
77.66,4.726572832612621
93.65,6.507790588432256
39.84,2.2218942905029926
63.690000000000005,3.5744389176247062
57.49,3.157662838008073
84.55,5.424903349461502
77.83,4.7426704646333295
6.8500000000000005,3.687897744048401
62.58,3.4959686512284502
78.24,4.781720096702453
9.38,2.7383677637774166
3.22,6.318393591694135
80.7,5.02286352698528
19.8,1.676500460467506
56.34,3.0858939848016185
29.310000000000002,1.825601736673309
48.89,2.6591677319839406
30.32,1.8570685767862711
88.85000000000001,5.912093698709431
59.61,3.2943871730845147
37.68,2.12997022600061
53.620000000000005,2.9226049167980883
30.44,1.8609236483486598
45.85,2.5028149643872104
37.18,2.1093908707502353
62.1,3.46257197788079
41.0,2.2732463732321277
71.73,4.197971369880739
90.9,6.159527195687138
88.55,5.87672735468702
45.43,2.481979316581454
26.47,1.7481295899701352
4.39,5.247902822482982
84.04,5.369850634958783
52.15,2.8380127402843125
79.46000000000001,4.899828751660826
78.82000000000001,4.837510817603925
73.43,4.343154659592807
13.17,2.0192543962137215
41.17,2.280887398498836
55.67,3.0448388428779856
28.98,1.815721050413014
52.13,2.836879063996082
40.08,2.2324060235601184
11.74,2.22025672633091
5.24,4.616871739963295
73.64,4.361434079617112
36.52,2.082639226117825
32.93,1.945880991650486
70.34,4.082877064362473
38.56,2.166833786245613
75.52,4.528544605687829
91.35000000000001,6.215213139270187
31.55,1.8976694613540133
60.25,3.336817523623224
83.49,5.3111060298099275
33.980000000000004,1.9842707307320167
67.16,3.831298693230475
55.28,3.0211944681742966
75.08,4.488868522941648
87.17,5.71674762653884
33.2,1.955617275175118
6.03,4.122098125778319
28.61,1.8048931016488643
52.99,2.8860434317098385
2.48,7.140467082756917
47.230000000000004,2.5725745085734166
66.06,3.747934464522348
84.53,5.422733824052836
92.02,6.299057481803363
78.09,4.767396486176156
64.79,3.653941512401498
28.35,1.7974488522909593
65.77,3.7262605608367183
96.06,6.829148577833668
77.88,4.747415488203744
63.980000000000004,3.5952290757496512
1.04,9.143088194769671
30.240000000000002,1.854511819560325
11.51,2.2594370192994813
31.89,1.9092983734408744
93.68,6.511696433938837
46.980000000000004,2.5597881867780963
28.73,1.8083751910140178
28.7,1.807501967409342
37.31,2.114715742044269
1.21,8.875056971959667
44.24,2.423936530930746
5.63,4.362463941365317
66.81,3.8045744169218976
0.54,9.987134494824446
55.620000000000005,3.0417971399877213
95.98,6.818230677562635
47.84,2.6040517134025563
35.21,2.0309720156348745
72.10000000000001,4.229151119185595
9.52,2.6994487912581207
35.68,2.049286117825132
92.59,6.3712775975613
34.32,1.9969983276811885
85.81,5.563347877460788
78.47,4.803766598090335
13.66,1.965052865558011
84.08,5.37414822987883
31.77,1.905174842328021
60.620000000000005,3.3615969582153182
57.89,3.183016836651464
92.39,6.345843393564253
69.14,3.986056824101413
91.88,6.281444793301255
67.09,3.825938855395309
96.72,6.919890914743596
23.88,1.6964969764107076
23.54,1.691502752298326
